model_id,model,k,expected_random_overlap,attention_loo_agreement,n_decisions
B2_gat,B2,1,0.2234779684368738,0.32627755511022044,7984
B2_gat,B2,2,0.41692784318637277,0.4540330661322645,7984
B2_gat,B2,3,0.6049526052104206,0.6010827655310622,7984
H5_gat_degraded,D30,1,0.21814382298709287,0.3750460971112477,8135
H5_gat_degraded,D30,2,0.40688383527965594,0.43036263060848184,8135
H5_gat_degraded,D30,3,0.6000652489244006,0.4878946404425323,8135
