model,training_seeds,stale_attention_shift_mean,stale_attention_shift_min,stale_attention_shift_max,paired_probability_def_delta_mean,paired_probability_def_delta_min,paired_probability_def_delta_max,paired_margin_def_delta_mean,paired_margin_def_delta_min,paired_margin_def_delta_max,H1_rho_mean,H1_rho_min,H1_rho_max,H2_delta_mean,H2_delta_min,H2_delta_max,H3_rho_mean,H3_rho_min,H3_rho_max,H4_within_episode_rho_mean,H4_within_episode_rho_min,H4_within_episode_rho_max,positive_stale_attention_shift_seeds,negative_paired_probability_def_delta_seeds,H1_supported_seeds,H1_consistency,H2_supported_seeds,H2_consistency,H3_supported_seeds,H3_consistency,H4_supported_seeds,H4_consistency
B2_gat,5,0.0015013537528716675,-0.0034440623475024425,0.004021560882216085,6.900054693788921e-05,-7.524958366670226e-06,0.00012248764552761631,0.0002378903392006552,-2.657440178017661e-05,0.00044813050334586556,0.05500345009719361,-0.03854444621497059,0.09929785071685834,-0.3955976474283217,-0.6685065488713682,0.4515763929567781,0.48029101895176174,0.476345955605711,0.4827957767533712,0.14270351123377648,-0.06298203887528847,0.28672966007263156,4,1,1,mixed,1,mixed,5,consistent,1,mixed
H5_gat_degraded,5,0.001231120256240845,-0.0024404454531190343,0.003917896533280661,7.043240905950127e-05,-4.4485266222339846e-05,0.0001618686365677494,0.00030708846397546673,-0.00016453863890247323,0.0008366354467378462,0.0384201749200899,-0.11368203680287874,0.19776029297467146,0.9287164495119169,-1.4858347799411158,7.719391531028864,0.479016802427361,0.46581130710673097,0.48610472424948703,0.1545913303621924,-0.15167520927012293,0.3827233815742462,3,1,2,mixed,1,mixed,5,consistent,1,mixed
