model,training_seeds,stale_attention_shift_mean,stale_attention_shift_min,stale_attention_shift_max,paired_probability_def_delta_mean,paired_probability_def_delta_min,paired_probability_def_delta_max,paired_margin_def_delta_mean,paired_margin_def_delta_min,paired_margin_def_delta_max,H1_rho_mean,H1_rho_min,H1_rho_max,H2_delta_mean,H2_delta_min,H2_delta_max,H3_rho_mean,H3_rho_min,H3_rho_max,H4_within_episode_rho_mean,H4_within_episode_rho_min,H4_within_episode_rho_max,positive_stale_attention_shift_seeds,negative_paired_probability_def_delta_seeds,H1_supported_seeds,H1_consistency,H2_supported_seeds,H2_consistency,H3_supported_seeds,H3_consistency,H4_supported_seeds,H4_consistency
B2_gat,3,0.0004030821594217026,-0.0026392123714227677,0.003833934559107896,0.00013209968273745088,8.523275165197123e-05,0.00018887553575078304,0.0006004001339682026,0.0004687791560647492,0.000842344150239474,0.14157566646476108,0.014504672531406082,0.22611657414491282,-1.3146141802377416,-3.1365813976657826,-0.21396745741838064,0.4677407340312952,0.45780956771608927,0.4752671591126312,0.3408500707805855,0.11159791851867305,0.5177878637074733,2,0,0,not_supported,0,not_supported,3,consistent,0,not_supported
H5_gat_degraded,3,0.00023216334202950072,-0.0035780653304399238,0.003346830673635061,9.884110653349596e-05,5.1390482952058825e-05,0.0001596109634275404,0.0003306956531054484,0.00015711868960052846,0.0005691471163349424,0.10031875091683877,0.020805055814491106,0.16819980939397453,-0.6961008466338511,-0.963225723350857,-0.4994361300680459,0.4748099774324932,0.4707639500471435,0.47684479007096275,0.2235323237571,0.09683574766086013,0.2916664700248769,2,0,0,not_supported,0,not_supported,3,consistent,0,not_supported
