model_id,model,k,expected_random_overlap,attention_loo_agreement,n_decisions
B2_gat,GAT,1,0.24531835205992508,0.15168539325842698,712
B2_gat,GAT,2,0.41598782771535575,0.2794943820224719,712
B2_gat,GAT,3,0.5944756554307115,0.425561797752809,712
H5_gat_degraded,GAT-Outage,1,0.19999999999999996,0.22175141242937854,708
H5_gat_degraded,GAT-Outage,2,0.3999999999999999,0.3290960451977401,708
H5_gat_degraded,GAT-Outage,3,0.6,0.5028248587570622,708
